authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,group,keywords,references.normative,status.draft,status.unknown,status.withdrawn,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,isbn,status.withdrawnDate,repo,relatedDocs,status.reaffirmDate,issn,releaseTag,status.latestVersion,status.state,status.stabilizedDate,status.withdrawnNotice,docElement,status.stage,status.supersededByr,xmlNamespace
undefined,SMPTE.ST2106.2016,SMPTE ST 2106:2016,Format for Non-PCM Audio in AES3 - Type17 Compressed Audio,Standard,10.5594/SMPTE.ST2106.2016,https://doi.org/10.5594/SMPTE.ST2106.2016,2016-07-15,SMPTE,https://pub.smpte.org/doc/st2106/20160715-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2106,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20160715-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2108-1.2018,SMPTE ST 2108-1:2018,HDR and WCG Metadata — HDR/WCG Metadata Packing and Signaling in the Vertical Ancillary Data Space,Standard,10.5594/SMPTE.ST2108-1.2018,https://doi.org/10.5594/SMPTE.ST2108-1.2018,2018-08-30,SMPTE,https://pub.smpte.org/doc/st2108-1/20180830-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2108,1,undefined,undefined,undefined,undefined,undefined,undefined,20180830-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2108-2.2019,SMPTE ST 2108-2:2019,HDR and WCG Metadata — Vertical Ancillary Data Mapping of KLV Formatted HDR/WCG Metadata,Standard,10.5594/SMPTE.ST2108-2.2019,https://doi.org/10.5594/SMPTE.ST2108-2.2019,2019-05-28,SMPTE,https://pub.smpte.org/doc/st2108-2/20190528-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2108,2,undefined,undefined,undefined,undefined,undefined,undefined,20190528-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2109.2019,SMPTE ST 2109:2019,Format for Non-PCM Audio and Data in AES3 — Audio Metadata,Standard,10.5594/SMPTE.ST2109.2019,https://doi.org/10.5594/SMPTE.ST2109.2019,2019-07-09,SMPTE,https://pub.smpte.org/doc/st2109/20190709-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2109,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20190709-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST211.2001,SMPTE ST 211:2001,Motion-Picture Film - 16- and 35-mm Variable-Area Photographic Audio Records - Signal-to-Noise Ratio,Standard,10.5594/SMPTE.ST211.2001,https://doi.org/10.5594/SMPTE.ST211.2001,2001-06-06,SMPTE,https://pub.smpte.org/doc/st211/20010606-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,211,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20010606-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-10.2017,SMPTE ST 2110-10:2017,Professional Media Over Managed IP Networks — System Timing and Definitions,Standard,10.5594/SMPTE.ST2110-10.2017,https://doi.org/10.5594/SMPTE.ST2110-10.2017,2017-09-18,SMPTE,https://pub.smpte.org/doc/st2110-10/20170918-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2110-10.2022""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2022-03-28,undefined,undefined,2110,10,undefined,undefined,https://github.com/SMPTE/st2110-10/,undefined,undefined,undefined,20170918-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-10.2022,SMPTE ST 2110-10:2022,Professional Media Over Managed IP Networks — System Timing and Definitions,Standard,10.5594/SMPTE.ST2110-10.2022,https://doi.org/10.5594/SMPTE.ST2110-10.2022,2022-03-28,SMPTE,https://pub.smpte.org/doc/st2110-10/20220328-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2110,10,undefined,undefined,https://github.com/SMPTE/st2110-10/,undefined,undefined,undefined,20220328-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-20.2017,SMPTE ST 2110-20:2017,Professional Media Over Managed IP Networks — Uncompressed Active Video,Standard,10.5594/SMPTE.ST2110-20.2017,https://doi.org/10.5594/SMPTE.ST2110-20.2017,2017-09-18,SMPTE,https://pub.smpte.org/doc/st2110-20/20170918-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2110-20.2022""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2022-12-14,undefined,undefined,2110,20,undefined,undefined,undefined,undefined,undefined,undefined,20170918-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-20.2022,SMPTE ST 2110-20:2022,Professional Media Over Managed IP Networks — Uncompressed Active Video,Standard,10.5594/SMPTE.ST2110-20.2022,https://doi.org/10.5594/SMPTE.ST2110-20.2022,2022-12-14,SMPTE,https://pub.smpte.org/doc/st2110-20/20221214-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2110,20,undefined,undefined,undefined,undefined,undefined,undefined,20221214-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-21.2017,SMPTE ST 2110-21:2017,Professional Media Over Managed IP Networks — Traffic Shaping and Delivery Timing for Video,Standard,10.5594/SMPTE.ST2110-21.2017,https://doi.org/10.5594/SMPTE.ST2110-21.2017,2017-11-22,SMPTE,https://pub.smpte.org/doc/st2110-21/20171122-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2110-21.2022""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2022-12-14,undefined,undefined,2110,21,undefined,undefined,undefined,undefined,undefined,undefined,20171122-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-21.2022,SMPTE ST 2110-21:2022,Professional Media Over Managed IP Networks — Traffic Shaping and Delivery Timing for Video,Standard,10.5594/SMPTE.ST2110-21.2022,https://doi.org/10.5594/SMPTE.ST2110-21.2022,2022-12-14,SMPTE,https://pub.smpte.org/doc/st2110-21/20221214-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2110,21,undefined,undefined,undefined,undefined,undefined,undefined,20221214-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-22.2019,SMPTE ST 2110-22:2019,Professional Media Over Managed IP Networks — Constant Bit-Rate Compressed Video,Standard,10.5594/SMPTE.ST2110-22.2019,https://doi.org/10.5594/SMPTE.ST2110-22.2019,2019-07-11,SMPTE,https://pub.smpte.org/doc/st2110-22/20190711-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2110-22.2022""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2022-03-31,undefined,undefined,2110,22,undefined,undefined,undefined,undefined,undefined,undefined,20190711-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-22.2022,SMPTE ST 2110-22:2022,Professional Media Over Managed IP Networks — Constant Bit-Rate Compressed Video,Standard,10.5594/SMPTE.ST2110-22.2022,https://doi.org/10.5594/SMPTE.ST2110-22.2022,2022-03-31,SMPTE,https://pub.smpte.org/doc/st2110-22/20220331-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2110,22,undefined,undefined,undefined,undefined,undefined,undefined,20220331-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-30.2017,SMPTE ST 2110-30:2017,Professional Media Over Managed IP Networks — PCM Digital Audio,Standard,10.5594/SMPTE.ST2110-30.2017,https://doi.org/10.5594/SMPTE.ST2110-30.2017,2017-09-18,SMPTE,https://pub.smpte.org/doc/st2110-30/20170918-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2110-30.2025-10""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2025-10-01,undefined,undefined,2110,30,undefined,undefined,https://github.com/SMPTE/st2110-30/,undefined,undefined,undefined,20170918-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-30.2025-10,SMPTE ST 2110-30:2025-10,Professional Media Over Managed IP Networks — PCM Digital Audio,Standard,10.5594/SMPTE.ST2110-30.2025-10,https://doi.org/10.5594/SMPTE.ST2110-30.2025-10,2025-10-01,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2110,30,undefined,undefined,https://github.com/SMPTE/st2110-30/,undefined,undefined,undefined,20251001-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-31.2018,SMPTE ST 2110-31:2018,Professional Media Over Managed IP Networks — AES3 Transparent Transport,Standard,10.5594/SMPTE.ST2110-31.2018,https://doi.org/10.5594/SMPTE.ST2110-31.2018,2018-07-27,SMPTE,https://pub.smpte.org/doc/st2110-31/20180727-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2110-31.2022""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2022-06-24,undefined,undefined,2110,31,undefined,undefined,undefined,undefined,undefined,undefined,20180727-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-31.2022,SMPTE ST 2110-31:2022,Professional Media Over Managed IP Networks — AES3 Transparent Transport,Standard,10.5594/SMPTE.ST2110-31.2022,https://doi.org/10.5594/SMPTE.ST2110-31.2022,2022-06-24,SMPTE,https://pub.smpte.org/doc/st2110-31/20220624-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2110,31,undefined,undefined,undefined,undefined,undefined,undefined,20220624-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-40.2018,SMPTE ST 2110-40:2018,Professional Media Over Managed IP Networks — SMPTE ST 291-1 Ancillary Data,Standard,10.5594/SMPTE.ST2110-40.2018,https://doi.org/10.5594/SMPTE.ST2110-40.2018,2018-04-12,SMPTE,https://pub.smpte.org/doc/st2110-40/20180412-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2110-40.2023-12""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2023-12-31,undefined,undefined,2110,40,undefined,undefined,undefined,undefined,undefined,undefined,20180412-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-40.2023-12,SMPTE ST 2110-40:2023-12,Professional Media Over Managed IP Networks — SMPTE ST 291-1 Ancillary Data,Standard,10.5594/SMPTE.ST2110-40.2023-12,https://doi.org/10.5594/SMPTE.ST2110-40.2023-12,2023-12-31,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2110,40,undefined,undefined,undefined,undefined,undefined,undefined,20231231-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-41.2024-03,SMPTE ST 2110-41:2024-03,Professional Media Over Managed IP Networks — Fast Metadata Framework,Standard,10.5594/SMPTE.ST2110-41.2024-03,https://doi.org/10.5594/SMPTE.ST2110-41.2024-03,2024-03-08,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2110,41,undefined,undefined,undefined,undefined,undefined,undefined,20240308-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2110-43.2021,SMPTE ST 2110-43:2021,Professional Media Over Managed IP Networks — Timed Text Markup Language for Captions and Subtitles,Standard,10.5594/SMPTE.ST2110-43.2021,https://doi.org/10.5594/SMPTE.ST2110-43.2021,2021-05-14,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2110,43,undefined,undefined,undefined,undefined,undefined,undefined,20210514-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2112-10.2018,SMPTE ST 2112-10:2018,Open Binding of Content Identifiers (OBID) — Open Binding of Content Identifiers (OBID),Standard,10.5594/SMPTE.ST2112-10.2018,https://doi.org/10.5594/SMPTE.ST2112-10.2018,2018-03-16,SMPTE,https://pub.smpte.org/doc/st2112-10/20180316-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2112-10.2020""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2020-07-26,undefined,undefined,2112,10,undefined,undefined,undefined,undefined,undefined,undefined,20180316-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2112-10.2020,SMPTE ST 2112-10:2020,Open Binding of Content Identifiers (OBID) — Open Binding of Content Identifiers (OBID),Standard,10.5594/SMPTE.ST2112-10.2020,https://doi.org/10.5594/SMPTE.ST2112-10.2020,2020-07-26,SMPTE,https://pub.smpte.org/doc/st2112-10/20200726-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2112,10,undefined,undefined,undefined,undefined,undefined,undefined,20200726-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2112-20.2018,SMPTE ST 2112-20:2018,Open Binding of Content Identifiers (OBID) — Open Binding of Distribution Channel IDs and Timestamps (OBID-TLC),Standard,10.5594/SMPTE.ST2112-20.2018,https://doi.org/10.5594/SMPTE.ST2112-20.2018,2018-04-16,SMPTE,https://pub.smpte.org/doc/st2112-20/20180416-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2112-20.2020""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2020-03-02,undefined,undefined,2112,20,undefined,undefined,undefined,undefined,undefined,undefined,20180416-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2112-20.2020,SMPTE ST 2112-20:2020,Open Binding of Content Identifiers (OBID) — Open Binding of Distribution Channel IDs and Timestamps (OBID-TLC),Standard,10.5594/SMPTE.ST2112-20.2020,https://doi.org/10.5594/SMPTE.ST2112-20.2020,2020-03-02,SMPTE,https://pub.smpte.org/doc/st2112-20/20200302-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2112,20,undefined,undefined,undefined,undefined,undefined,undefined,20200302-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2113.2018,SMPTE ST 2113:2018,Colorimetry of P3 Color Spaces,Standard,10.5594/SMPTE.ST2113.2018,https://doi.org/10.5594/SMPTE.ST2113.2018,2018-12-10,SMPTE,https://pub.smpte.org/doc/st2113/20181210-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2113,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20181210-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2114.2017,SMPTE ST 2114:2017,Unique Digital Media Identifier (C4 ID),Standard,10.5594/SMPTE.ST2114.2017,https://doi.org/10.5594/SMPTE.ST2114.2017,2017-07-21,SMPTE,https://pub.smpte.org/doc/st2114/20170721-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-30mr-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2114,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20170721-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2115.2019,SMPTE ST 2115:2019,Free Scale Gamut and Free Scale Log Characteristics of Camera Signals,Standard,10.5594/SMPTE.ST2115.2019,https://doi.org/10.5594/SMPTE.ST2115.2019,2019-03-12,SMPTE,https://pub.smpte.org/doc/st2115/20190312-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2115.2020""]",false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,2020-06-01,undefined,undefined,2115,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20190312-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2115.2020,SMPTE ST 2115:2020,Free Scale Gamut and Free Scale Log Characteristics of Camera Signals,Standard,10.5594/SMPTE.ST2115.2020,https://doi.org/10.5594/SMPTE.ST2115.2020,2020-06-01,SMPTE,https://pub.smpte.org/doc/st2115/20200601-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2115,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20200601-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
